doid_id	Disease	entrez_gene_id	Gene	PB-ROC	PN-ROC	direction
DOID:3907	lung squamous cell carcinoma	9447	AIM2	0.74	0.76	up
DOID:3907	lung squamous cell carcinoma	79590	MRPL24	0.7	0.69	up
DOID:3907	lung squamous cell carcinoma	2073	ERCC5	0.67	0.66	down
DOID:3907	lung squamous cell carcinoma	2078	ERG	0.67	0.67	up
DOID:3907	lung squamous cell carcinoma	3559	IL2RA	0.8	0.74	up
DOID:3907	lung squamous cell carcinoma	11267	SNF8	0.69	0.75	up
DOID:3907	lung squamous cell carcinoma	11326	VSIG4	0.66	0.7	up
DOID:3907	lung squamous cell carcinoma	3627	CXCL10	0.76	0.68	up
DOID:3907	lung squamous cell carcinoma	22927	HABP4	0.71	0.76	down
DOID:3907	lung squamous cell carcinoma	284443	ZNF493	0.65	0.75	down
DOID:3907	lung squamous cell carcinoma	91647	ATPAF2	0.66	0.66	down
DOID:3907	lung squamous cell carcinoma	10580	SORBS1	0.67	0.72	down
DOID:3907	lung squamous cell carcinoma	3700	ITIH4	0.69	0.68	down
DOID:3907	lung squamous cell carcinoma	10563	CXCL13	0.8	0.7	up
DOID:3907	lung squamous cell carcinoma	10551	AGR2	0.7	0.74	up
DOID:3907	lung squamous cell carcinoma	10548	TM9SF1	0.66	0.73	up
DOID:3907	lung squamous cell carcinoma	10537	UBD	0.8	0.7	up
DOID:3907	lung squamous cell carcinoma	22948	CCT5	0.68	0.69	up
DOID:3907	lung squamous cell carcinoma	55322	C5orf22	0.68	0.7	up
DOID:3907	lung squamous cell carcinoma	9245	GCNT3	0.65	0.7	up
DOID:3907	lung squamous cell carcinoma	3775	KCNK1	0.72	0.67	up
DOID:3907	lung squamous cell carcinoma	9276	COPB2	0.8	0.71	up
DOID:3907	lung squamous cell carcinoma	91775	NXPE3	0.65	0.65	down
DOID:3907	lung squamous cell carcinoma	10476	ATP5H	0.74	0.66	up
DOID:3907	lung squamous cell carcinoma	10490	VTI1B	0.66	0.67	up
DOID:3907	lung squamous cell carcinoma	78986	DUSP26	0.71	0.68	down
DOID:3907	lung squamous cell carcinoma	55240	STEAP3	0.66	0.68	up
DOID:3907	lung squamous cell carcinoma	54187	NANS	0.72	0.65	up
DOID:3907	lung squamous cell carcinoma	10297	APC2	0.65	0.66	down
DOID:3907	lung squamous cell carcinoma	3880	KRT19	0.71	0.78	up
DOID:3907	lung squamous cell carcinoma	3898	LAD1	0.73	0.66	up
DOID:3907	lung squamous cell carcinoma	3899	AFF3	0.72	0.65	down
DOID:3907	lung squamous cell carcinoma	10284	SAP18	0.66	0.66	down
DOID:3907	lung squamous cell carcinoma	9172	MYOM2	0.65	0.68	down
DOID:3907	lung squamous cell carcinoma	56943	ENY2	0.73	0.65	up
DOID:3907	lung squamous cell carcinoma	56935	C11orf75	0.67	0.77	up
DOID:3907	lung squamous cell carcinoma	9133	CCNB2	0.77	0.68	up
DOID:3907	lung squamous cell carcinoma	10330	CNPY2	0.68	0.73	up
DOID:3907	lung squamous cell carcinoma	22796	COG2	0.73	0.7	up
DOID:3907	lung squamous cell carcinoma	3934	LCN2	0.66	0.69	up
DOID:3907	lung squamous cell carcinoma	10389	SCML2	0.65	0.68	down
DOID:3907	lung squamous cell carcinoma	10371	SEMA3A	0.67	0.68	up
DOID:3907	lung squamous cell carcinoma	84243	ZDHHC18	0.67	0.65	up
DOID:3907	lung squamous cell carcinoma	84253	GARNL3	0.65	0.65	down
DOID:3907	lung squamous cell carcinoma	3149	HMGB3	0.7	0.72	up
DOID:3907	lung squamous cell carcinoma	10190	TXNDC9	0.75	0.68	up
DOID:3907	lung squamous cell carcinoma	283232	TMEM80	0.66	0.7	down
DOID:3907	lung squamous cell carcinoma	79954	NOL10	0.69	0.68	down
DOID:3907	lung squamous cell carcinoma	3182	HNRNPAB	0.75	0.65	up
DOID:3907	lung squamous cell carcinoma	9013	TAF1C	0.77	0.65	down
DOID:3907	lung squamous cell carcinoma	9019	MPZL1	0.74	0.8	up
DOID:3907	lung squamous cell carcinoma	3169	FOXA1	0.68	0.7	up
DOID:3907	lung squamous cell carcinoma	79933	SYNPO2L	0.68	0.72	down
DOID:3907	lung squamous cell carcinoma	10243	GPHN	0.66	0.65	down
DOID:3907	lung squamous cell carcinoma	10245	TIMM17B	0.7	0.68	up
DOID:3907	lung squamous cell carcinoma	10237	SLC35B1	0.65	0.77	up
DOID:3907	lung squamous cell carcinoma	114049	WBSCR22	0.74	0.66	up
DOID:3907	lung squamous cell carcinoma	1824	DSC2	0.67	0.65	up
DOID:3907	lung squamous cell carcinoma	2958	GTF2A2	0.73	0.72	up
DOID:3907	lung squamous cell carcinoma	6881	TAF10	0.7	0.66	up
DOID:3907	lung squamous cell carcinoma	6886	TAL1	0.76	0.65	down
DOID:3907	lung squamous cell carcinoma	1836	SLC26A2	0.67	0.66	down
DOID:3907	lung squamous cell carcinoma	2900	GRIK4	0.67	0.68	down
DOID:3907	lung squamous cell carcinoma	56649	TMPRSS4	0.75	0.76	up
DOID:3907	lung squamous cell carcinoma	55737	VPS35	0.67	0.72	up
DOID:3907	lung squamous cell carcinoma	4680	CEACAM6	0.71	0.81	up
DOID:3907	lung squamous cell carcinoma	55765	C1orf106	0.68	0.68	up
DOID:3907	lung squamous cell carcinoma	55766	H2AFJ	0.65	0.68	down
DOID:3907	lung squamous cell carcinoma	596	BCL2	0.65	0.77	down
DOID:3907	lung squamous cell carcinoma	57716	PRX	0.78	0.66	down
DOID:3907	lung squamous cell carcinoma	51371	POMP	0.79	0.68	up
DOID:3907	lung squamous cell carcinoma	6768	ST14	0.77	0.68	up
DOID:3907	lung squamous cell carcinoma	51397	COMMD10	0.75	0.65	up
DOID:3907	lung squamous cell carcinoma	6748	SSR4	0.75	0.86	up
DOID:3907	lung squamous cell carcinoma	2823	GPM6A	0.68	0.73	down
DOID:3907	lung squamous cell carcinoma	438	ASMT	0.76	0.68	down
DOID:3907	lung squamous cell carcinoma	2889	RAPGEF1	0.78	0.66	down
DOID:3907	lung squamous cell carcinoma	2877	GPX2	0.74	0.73	up
DOID:3907	lung squamous cell carcinoma	2810	SFN	0.74	0.79	up
DOID:3907	lung squamous cell carcinoma	51303	FKBP11	0.71	0.74	up
DOID:3907	lung squamous cell carcinoma	51306	FAM13B	0.7	0.65	down
DOID:3907	lung squamous cell carcinoma	51290	ERGIC2	0.79	0.76	up
DOID:3907	lung squamous cell carcinoma	51297	BPIFA1	0.74	0.7	up
DOID:3907	lung squamous cell carcinoma	4940	OAS3	0.68	0.71	up
DOID:3907	lung squamous cell carcinoma	1594	CYP27B1	0.71	0.7	up
DOID:3907	lung squamous cell carcinoma	4858	NOVA2	0.75	0.7	down
DOID:3907	lung squamous cell carcinoma	4857	NOVA1	0.7	0.66	up
DOID:3907	lung squamous cell carcinoma	124565	SLC38A10	0.69	0.65	up
DOID:3907	lung squamous cell carcinoma	51193	ZNF639	0.71	0.76	down
DOID:3907	lung squamous cell carcinoma	226	ALDOA	0.68	0.66	up
DOID:3907	lung squamous cell carcinoma	229	ALDOB	0.75	0.69	up
DOID:3907	lung squamous cell carcinoma	51185	CRBN	0.74	0.66	down
DOID:3907	lung squamous cell carcinoma	5918	RARRES1	0.66	0.66	up
DOID:3907	lung squamous cell carcinoma	54502	RBM47	0.7	0.74	up
DOID:3907	lung squamous cell carcinoma	6999	TDO2	0.76	0.66	up
DOID:3907	lung squamous cell carcinoma	1513	CTSK	0.75	0.75	up
DOID:3907	lung squamous cell carcinoma	1508	CTSB	0.76	0.74	up
DOID:3907	lung squamous cell carcinoma	6939	TCF15	0.71	0.65	down
DOID:3907	lung squamous cell carcinoma	1545	CYP1B1	0.71	0.74	up
DOID:3907	lung squamous cell carcinoma	6919	TCEA2	0.77	0.66	down
DOID:3907	lung squamous cell carcinoma	1476	CSTB	0.75	0.82	up
DOID:3907	lung squamous cell carcinoma	1478	CSTF2	0.65	0.67	up
DOID:3907	lung squamous cell carcinoma	1460	CSNK2B	0.66	0.65	up
DOID:3907	lung squamous cell carcinoma	1462	VCAN	0.69	0.75	up
DOID:3907	lung squamous cell carcinoma	4780	NFE2L2	0.66	0.71	up
DOID:3907	lung squamous cell carcinoma	55679	LIMS2	0.77	0.65	down
DOID:3907	lung squamous cell carcinoma	51107	APH1A	0.71	0.79	up
DOID:3907	lung squamous cell carcinoma	5828	PEX2	0.69	0.65	up
DOID:3907	lung squamous cell carcinoma	952	CD38	0.77	0.71	up
DOID:3907	lung squamous cell carcinoma	4298	MLLT1	0.77	0.67	down
DOID:3907	lung squamous cell carcinoma	2517	FUCA1	0.7	0.72	up
DOID:3907	lung squamous cell carcinoma	2525	FUT3	0.76	0.65	up
DOID:3907	lung squamous cell carcinoma	2524	FUT2	0.72	0.66	up
DOID:3907	lung squamous cell carcinoma	5701	PSMC2	0.73	0.7	up
DOID:3907	lung squamous cell carcinoma	64112	MOAP1	0.69	0.69	down
DOID:3907	lung squamous cell carcinoma	8528	DDO	0.71	0.65	down
DOID:3907	lung squamous cell carcinoma	1382	CRABP2	0.71	0.74	up
DOID:3907	lung squamous cell carcinoma	8558	CDK10	0.72	0.67	down
DOID:3907	lung squamous cell carcinoma	8573	CASK	0.74	0.66	up
DOID:3907	lung squamous cell carcinoma	1364	CLDN4	0.72	0.72	up
DOID:3907	lung squamous cell carcinoma	5798	PTPRN	0.65	0.65	up
DOID:3907	lung squamous cell carcinoma	1362	CPD	0.66	0.74	up
DOID:3907	lung squamous cell carcinoma	1356	CP	0.78	0.73	up
DOID:3907	lung squamous cell carcinoma	805	CALM2	0.73	0.69	up
DOID:3907	lung squamous cell carcinoma	1315	COPB1	0.71	0.7	up
DOID:3907	lung squamous cell carcinoma	811	CALR	0.71	0.75	up
DOID:3907	lung squamous cell carcinoma	1301	COL11A1	0.8	0.69	up
DOID:3907	lung squamous cell carcinoma	1300	COL10A1	0.87	0.75	up
DOID:3907	lung squamous cell carcinoma	8612	PPAP2C	0.65	0.7	up
DOID:3907	lung squamous cell carcinoma	4194	MDM4	0.69	0.75	down
DOID:3907	lung squamous cell carcinoma	54732	TMED9	0.75	0.76	up
DOID:3907	lung squamous cell carcinoma	4179	CD46	0.65	0.81	up
DOID:3907	lung squamous cell carcinoma	2324	FLT4	0.68	0.67	down
DOID:3907	lung squamous cell carcinoma	4122	MAN2A2	0.65	0.69	down
DOID:3907	lung squamous cell carcinoma	5603	MAPK13	0.72	0.78	up
DOID:3907	lung squamous cell carcinoma	64065	PERP	0.74	0.71	up
DOID:3907	lung squamous cell carcinoma	1290	COL5A2	0.69	0.7	up
DOID:3907	lung squamous cell carcinoma	8678	BECN1	0.75	0.69	up
DOID:3907	lung squamous cell carcinoma	1289	COL5A1	0.65	0.68	up
DOID:3907	lung squamous cell carcinoma	1281	COL3A1	0.81	0.71	up
DOID:3907	lung squamous cell carcinoma	1278	COL1A2	0.77	0.71	up
DOID:3907	lung squamous cell carcinoma	51706	CYB5R1	0.66	0.67	up
DOID:3907	lung squamous cell carcinoma	57402	S100A14	0.71	0.7	up
DOID:3907	lung squamous cell carcinoma	57406	ABHD6	0.66	0.69	down
DOID:3907	lung squamous cell carcinoma	5684	PSMA3	0.76	0.7	up
DOID:3907	lung squamous cell carcinoma	5690	PSMB2	0.77	0.69	up
DOID:3907	lung squamous cell carcinoma	8737	RIPK1	0.66	0.65	down
DOID:3907	lung squamous cell carcinoma	55924	FAM212B	0.71	0.65	down
DOID:3907	lung squamous cell carcinoma	55901	THSD1	0.79	0.7	down
DOID:3907	lung squamous cell carcinoma	790	CAD	0.68	0.71	up
DOID:3907	lung squamous cell carcinoma	783	CACNB2	0.65	0.71	up
DOID:3907	lung squamous cell carcinoma	79048	SECISBP2	0.77	0.7	down
DOID:3907	lung squamous cell carcinoma	780	DDR1	0.66	0.66	up
DOID:3907	lung squamous cell carcinoma	1195	CLK1	0.71	0.7	down
DOID:3907	lung squamous cell carcinoma	1185	CLCN6	0.72	0.65	down
DOID:3907	lung squamous cell carcinoma	54880	BCOR	0.67	0.69	down
DOID:3907	lung squamous cell carcinoma	2673	GFPT1	0.65	0.73	up
DOID:3907	lung squamous cell carcinoma	5521	PPP2R2B	0.67	0.71	up
DOID:3907	lung squamous cell carcinoma	50507	NOX4	0.72	0.65	up
DOID:3907	lung squamous cell carcinoma	608	TNFRSF17	0.69	0.66	up
DOID:3907	lung squamous cell carcinoma	8843	HCAR3	0.65	0.69	up
DOID:3907	lung squamous cell carcinoma	28985	MCTS1	0.82	0.66	up
DOID:3907	lung squamous cell carcinoma	8822	FGF17	0.7	0.65	down
DOID:3907	lung squamous cell carcinoma	688	KLF5	0.65	0.65	up
DOID:3907	lung squamous cell carcinoma	9924	PAN2	0.76	0.69	down
DOID:3907	lung squamous cell carcinoma	2628	GATM	0.68	0.65	up
DOID:3907	lung squamous cell carcinoma	644	BLVRA	0.67	0.71	up
DOID:3907	lung squamous cell carcinoma	79170	PRR15L	0.65	0.7	up
DOID:3907	lung squamous cell carcinoma	9941	EXOG	0.74	0.68	down
DOID:3907	lung squamous cell carcinoma	51599	LSR	0.66	0.71	up
DOID:3907	lung squamous cell carcinoma	51585	PCF11	0.72	0.71	down
DOID:3907	lung squamous cell carcinoma	2593	GAMT	0.67	0.65	down
DOID:3907	lung squamous cell carcinoma	9989	PPP4R1	0.65	0.8	up
DOID:3907	lung squamous cell carcinoma	2563	GABRD	0.65	0.66	down
DOID:3907	lung squamous cell carcinoma	1001	CDH3	0.69	0.78	up
DOID:3907	lung squamous cell carcinoma	5446	PON3	0.67	0.65	up
DOID:3907	lung squamous cell carcinoma	4312	MMP1	0.75	0.71	up
DOID:3907	lung squamous cell carcinoma	4318	MMP9	0.79	0.77	up
DOID:3907	lung squamous cell carcinoma	4316	MMP7	0.73	0.71	up
DOID:3907	lung squamous cell carcinoma	5450	POU2AF1	0.74	0.7	up
DOID:3907	lung squamous cell carcinoma	4321	MMP12	0.81	0.7	up
DOID:3907	lung squamous cell carcinoma	4322	MMP13	0.72	0.69	up
DOID:3907	lung squamous cell carcinoma	4320	MMP11	0.75	0.67	up
DOID:3907	lung squamous cell carcinoma	5431	POLR2B	0.77	0.65	up
DOID:3907	lung squamous cell carcinoma	1048	CEACAM5	0.79	0.71	up
DOID:3907	lung squamous cell carcinoma	7593	MZF1	0.75	0.65	down
DOID:3907	lung squamous cell carcinoma	5328	PLAU	0.68	0.78	up
DOID:3907	lung squamous cell carcinoma	63899	NSUN3	0.75	0.65	up
DOID:3907	lung squamous cell carcinoma	6016	RIT1	0.66	0.72	up
DOID:3907	lung squamous cell carcinoma	63874	ABHD4	0.65	0.65	up
DOID:3907	lung squamous cell carcinoma	80352	RNF39	0.7	0.66	up
DOID:3907	lung squamous cell carcinoma	26146	TRAF3IP1	0.66	0.67	down
DOID:3907	lung squamous cell carcinoma	7520	XRCC5	0.68	0.71	up
DOID:3907	lung squamous cell carcinoma	27301	APEX2	0.71	0.74	up
DOID:3907	lung squamous cell carcinoma	7494	XBP1	0.73	0.67	up
DOID:3907	lung squamous cell carcinoma	5230	PGK1	0.78	0.73	up
DOID:3907	lung squamous cell carcinoma	5214	PFKP	0.76	0.68	up
DOID:3907	lung squamous cell carcinoma	7453	WARS	0.66	0.7	down
DOID:3907	lung squamous cell carcinoma	7444	VRK2	0.76	0.66	up
DOID:3907	lung squamous cell carcinoma	80232	WDR26	0.68	0.68	up
DOID:3907	lung squamous cell carcinoma	27239	GPR162	0.74	0.68	down
DOID:3907	lung squamous cell carcinoma	7351	UCP2	0.65	0.65	up
DOID:3907	lung squamous cell carcinoma	7342	UBP1	0.65	0.65	down
DOID:3907	lung squamous cell carcinoma	7328	UBE2H	0.69	0.67	up
DOID:3907	lung squamous cell carcinoma	80194	TMEM134	0.73	0.66	up
DOID:3907	lung squamous cell carcinoma	4047	LSS	0.65	0.65	down
DOID:3907	lung squamous cell carcinoma	6286	S100P	0.67	0.7	up
DOID:3907	lung squamous cell carcinoma	6210	RPS15A	0.67	0.71	up
DOID:3907	lung squamous cell carcinoma	27102	EIF2AK1	0.75	0.68	up
DOID:3907	lung squamous cell carcinoma	5188	PET112	0.72	0.68	down
DOID:3907	lung squamous cell carcinoma	5194	PEX13	0.68	0.68	up
DOID:3907	lung squamous cell carcinoma	7248	TSC1	0.66	0.73	down
DOID:3907	lung squamous cell carcinoma	27040	LAT	0.68	0.68	down
DOID:3907	lung squamous cell carcinoma	7296	TXNRD1	0.77	0.69	up
DOID:3907	lung squamous cell carcinoma	221472	FGD2	0.67	0.66	down
DOID:3907	lung squamous cell carcinoma	5031	P2RY6	0.75	0.71	up
DOID:3907	lung squamous cell carcinoma	5033	P4HA1	0.79	0.65	up
DOID:3907	lung squamous cell carcinoma	57111	RAB25	0.72	0.76	up
DOID:3907	lung squamous cell carcinoma	7957	EPM2A	0.74	0.84	down
DOID:3907	lung squamous cell carcinoma	266629	SEC14L3	0.78	0.65	down
DOID:3907	lung squamous cell carcinoma	64943	NT5DC2	0.65	0.66	up
DOID:3907	lung squamous cell carcinoma	6363	CCL19	0.76	0.68	up
DOID:3907	lung squamous cell carcinoma	58477	SRPRB	0.7	0.74	up
DOID:3907	lung squamous cell carcinoma	6382	SDC1	0.66	0.7	up
DOID:3907	lung squamous cell carcinoma	6391	SDHC	0.69	0.69	up
DOID:3907	lung squamous cell carcinoma	29880	ALG5	0.72	0.72	up
DOID:3907	lung squamous cell carcinoma	64866	CDCP1	0.67	0.76	up
DOID:3907	lung squamous cell carcinoma	7862	BRPF1	0.65	0.68	down
DOID:3907	lung squamous cell carcinoma	127544	RNF19B	0.68	0.72	up
DOID:3907	lung squamous cell carcinoma	7779	SLC30A1	0.73	0.65	up
DOID:3907	lung squamous cell carcinoma	7756	ZNF207	0.79	0.7	up
DOID:3907	lung squamous cell carcinoma	6692	SPINT1	0.69	0.76	up
DOID:3907	lung squamous cell carcinoma	6696	SPP1	0.82	0.7	up
DOID:3907	lung squamous cell carcinoma	6659	SOX4	0.73	0.69	up
DOID:3907	lung squamous cell carcinoma	6598	SMARCB1	0.75	0.65	up
DOID:3907	lung squamous cell carcinoma	7694	ZNF135	0.69	0.68	down
DOID:3907	lung squamous cell carcinoma	1999	ELF3	0.7	0.76	up
DOID:3856	male reproductive organ cancer	23647	ARFIP2	0.75	0.85	up
DOID:3856	male reproductive organ cancer	10965	ACOT2	0.68	0.8	up
DOID:3856	male reproductive organ cancer	10979	FERMT2	0.86	0.89	up
DOID:3856	male reproductive organ cancer	23600	AMACR	0.81	0.73	up
DOID:3856	male reproductive organ cancer	10943	MSL3	0.82	0.83	down
DOID:3856	male reproductive organ cancer	10947	AP3M2	0.78	0.69	up
DOID:3856	male reproductive organ cancer	23588	KLHDC2	0.7	0.73	down
DOID:3856	male reproductive organ cancer	25818	KLK5	0.74	0.66	up
DOID:3856	male reproductive organ cancer	10857	PGRMC1	0.87	0.7	down
DOID:3856	male reproductive organ cancer	55	ACPP	0.87	0.67	up
DOID:3856	male reproductive organ cancer	10758	TRAF3IP2	0.74	0.73	up
DOID:3856	male reproductive organ cancer	10763	NES	0.77	0.71	up
DOID:3856	male reproductive organ cancer	10772	SRSF10	0.95	0.68	down
DOID:3856	male reproductive organ cancer	10602	CDC42EP3	0.71	0.85	up
DOID:3856	male reproductive organ cancer	284403	WDR62	0.79	0.7	up
DOID:3856	male reproductive organ cancer	25976	TIPARP	0.65	0.81	up
DOID:3856	male reproductive organ cancer	81619	TSPAN14	0.77	0.75	down
DOID:3856	male reproductive organ cancer	29062	WDR91	0.71	0.75	down
DOID:3856	male reproductive organ cancer	23171	GPD1L	0.76	0.75	up
DOID:3856	male reproductive organ cancer	23168	RTF1	0.79	0.78	up
DOID:3856	male reproductive organ cancer	7088	TLE1	0.83	0.79	up
DOID:3856	male reproductive organ cancer	7035	TFPI	0.71	0.77	up
DOID:3856	male reproductive organ cancer	29127	RACGAP1	0.88	0.69	down
DOID:3856	male reproductive organ cancer	29107	NXT1	0.71	0.65	down
DOID:3856	male reproductive organ cancer	81792	ADAMTS12	0.68	0.68	down
DOID:3856	male reproductive organ cancer	23414	ZFPM2	0.86	0.71	up
DOID:3856	male reproductive organ cancer	114899	C1QTNF3	0.85	0.77	up
DOID:3856	male reproductive organ cancer	96764	TGS1	0.66	0.67	down
DOID:3856	male reproductive organ cancer	23224	SYNE2	0.88	0.7	up
DOID:3856	male reproductive organ cancer	3294	HSD17B2	0.81	0.69	up
DOID:3856	male reproductive organ cancer	10087	COL4A3BP	0.94	0.87	down
DOID:3856	male reproductive organ cancer	10076	PTPRU	0.68	0.8	up
DOID:3856	male reproductive organ cancer	8228	PNPLA4	0.73	0.75	up
DOID:3856	male reproductive organ cancer	79858	NEK11	0.86	0.66	up
DOID:3856	male reproductive organ cancer	3249	HPN	0.88	0.77	up
DOID:3856	male reproductive organ cancer	2130	EWSR1	0.83	0.68	up
DOID:3856	male reproductive organ cancer	11151	CORO1A	0.85	0.91	down
DOID:3856	male reproductive organ cancer	55022	PID1	0.95	0.79	up
DOID:3856	male reproductive organ cancer	3205	HOXA9	0.65	0.74	up
DOID:3856	male reproductive organ cancer	3206	HOXA10	0.68	0.79	up
